order_id,customer_id,product_id,quantity,order_date
1349,101,108,3.0,2026-01-06
1350,175,101,2.0,2026-04-06
1351,224,127,3.0,2026-01-22
1352,153,143,1.0,2026-06-11
1353,168,119,3.0,08/01/2026
1354,64,152,1.0,2026-01-05
1355,60,123,4.0,2026-03-01
1356,104,155,4.0,2026-02-06
1357,214,115,2.0,2026-03-31
1358,132,133,5.0,2026-02-24
1359,88,146,2.0,2026-03-06
1360,195,104,1.0,2026-04-13
1361,214,156,2.0,2026-04-12
1362,226,122,4.0,2026-06-19
1363,75,130,1.0,2026-03-28
1364,178,138,1.0,2026-04-13
1365,148,139,1.0,2026-05-03
1366,113,102,4.0,2026-02-01
1367,100,153,2.0,2026-05-01
1368,29,138,5.0,2026-06-06
1369,69,160,4.0,2026-02-27
1370,138,129,2.0,2026-02-02
1371,222,137,3.0,2026-03-04
1372,217,127,1.0,2026-02-19
1373,47,154,1.0,2026-04-16
1374,170,150,,2026-06-06
1375,22,155,2.0,2026-04-18
1376,169,131,1.0,2026-01-23
1377,86,148,1.0,2026-02-26
1378,113,122,1.0,05/05/2026
1379,180,128,3.0,2026-03-01
1380,107,146,5.0,2026-04-17
1381,202,105,4.0,2026-05-06
1382,134,143,2.0,2026-03-01
1383,250,101,2.0,2026-04-28
1384,160,135,5.0,2026-03-14
1385,75,129,2.0,2026-01-25
1386,194,129,1.0,09/03/2026
1387,102,130,1.0,2026-03-21
1388,134,130,3.0,2026-01-01
1389,35,125,2.0,2026-06-11
1390,30,128,4.0,2026-04-06
1391,144,135,4.0,2026-01-07
1392,47,146,1.0,2026-06-07
1393,250,134,3.0,2026-06-04
1394,214,139,1.0,2026-01-03
1395,176,151,2.0,2026-01-30
1396,184,160,1.0,2026-03-07
1397,149,107,1.0,2026-04-02
1398,16,143,1.0,2026-05-12
1399,99,114,1.0,2026-03-18
1400,124,112,4.0,2026-04-21
1401,229,148,1.0,2026-01-02
1402,55,105,2.0,2026-04-30
1403,125,151,1.0,2026-06-15
1404,87,147,1.0,2026-04-06
1405,34,160,1.0,2026-03-24
1406,26,141,5.0,2026-02-23
1407,92,153,5.0,2026-06-22
1408,21,108,2.0,2026-01-07
1409,17,154,2.0,2026-02-21
1410,88,110,5.0,2026-01-26
1411,51,119,1.0,2026-06-06
1412,139,108,5.0,2026-03-29
1413,5,125,1.0,2026-06-16
1414,76,145,1.0,2026-05-01
1415,114,117,1.0,2026-04-11
1416,241,150,,2026-04-04
1417,159,137,4.0,2026-02-06
1418,221,138,4.0,2026-04-12
1419,86,157,2.0,2026-05-05
1420,113,126,4.0,2026-06-24
1421,106,121,4.0,2026-04-10
1422,222,160,4.0,2026-06-19
1423,240,134,4.0,2026-06-20
1424,241,137,2.0,2026-04-05
1425,188,118,1.0,2026-03-21
1426,126,113,5.0,2026-01-26
1427,136,111,2.0,2026-02-18
1428,246,114,5.0,2026-06-09
1429,72,112,5.0,2026-01-26
1430,87,145,1.0,2026-03-13
1431,225,104,2.0,2026-05-07
1432,97,138,1.0,2026-02-13
1433,59,157,1.0,2026-06-26
1434,141,146,5.0,2026-04-28
1435,82,125,5.0,2026-01-06
1436,223,104,5.0,2026-02-14
1437,228,151,5.0,2026-05-15
1438,77,101,3.0,2026-06-06
1439,133,141,2.0,2026-06-17
1440,246,141,5.0,2026-06-04
1441,186,112,2.0,2026-01-14
1442,54,145,3.0,2026-05-13
1443,148,111,1.0,2026-01-20
1444,155,114,3.0,2026-01-14
1445,164,149,4.0,2026-05-06
1446,7,159,3.0,2026-03-28
1447,75,116,2.0,2026-04-28
1448,214,156,1.0,2026-06-04
1449,61,155,1.0,2026-01-13
1450,75,147,3.0,2026-04-06
1451,81,109,3.0,2026-06-01
1452,45,118,4.0,2026-03-21
1453,39,141,5.0,2026-04-05
1454,87,160,2.0,2026-04-01
1455,219,149,4.0,2026-06-14
1456,1,126,3.0,2026-01-10
1457,71,115,1.0,2026-06-08
1458,16,158,4.0,2026-05-28
1459,141,117,1.0,2026-05-28
1460,63,121,2.0,2026-03-16
1461,198,158,5.0,2026-04-04
1462,147,134,3.0,2026-03-08
1463,196,116,5.0,2026-02-15
1464,159,101,1.0,2026-06-08
1465,110,126,2.0,2026-04-02
1466,216,160,4.0,2026-05-11
1467,120,126,3.0,2026-01-19
1468,238,142,5.0,2026-05-23
1469,249,116,2.0,2026-04-30
1470,148,147,3.0,2026-06-30
1471,169,147,2.0,2026-01-25
1472,64,137,4.0,2026-04-08
1473,204,147,1.0,2026-04-03
1474,168,135,1.0,2026-04-08
1475,226,123,1.0,10/01/2026
1476,67,145,3.0,2026-03-27
1477,197,151,1.0,2026-02-24
1478,118,151,1.0,2026-04-22
1479,47,113,4.0,2026-02-12
1480,43,141,1.0,2026-03-20
1481,141,101,1.0,2026-04-23
1482,80,135,1.0,12/01/2026
1483,26,135,1.0,2026-05-23
1484,107,122,5.0,2026-05-10
1485,164,160,2.0,2026-01-11
1486,80,153,5.0,2026-01-12
1487,239,103,1.0,2026-06-03
1488,195,113,1.0,2026-02-21
1489,129,113,1.0,2026-06-05
1490,234,154,2.0,2026-04-01
1491,109,132,2.0,2026-03-03
1492,35,144,4.0,2026-02-19
1493,9,149,1.0,2026-04-30
1494,235,147,4.0,2026-01-20
1495,240,106,3.0,2026-03-14
1496,185,109,1.0,2026-03-04
1497,26,124,5.0,2026-01-28
1498,74,121,2.0,2026-03-05
1499,11,145,1.0,2026-04-06
1500,13,110,5.0,2026-05-03
1501,62,123,5.0,2026-01-16
1502,144,115,1.0,2026-06-07
1503,17,112,5.0,2026-06-09
1504,247,111,5.0,2026-05-06
1505,114,112,4.0,2026-06-17
1506,66,134,1.0,2026-03-19
1507,130,125,3.0,2026-05-29
1508,198,127,2.0,2026-05-12
1509,79,129,2.0,12/04/2026
1510,12,145,2.0,2026-02-02
1511,13,152,3.0,2026-04-11
1512,213,132,2.0,2026-06-13
1513,28,139,3.0,2026-06-28
1514,159,145,2.0,2026-03-23
1515,97,142,1.0,2026-02-14
1516,195,109,1.0,2026-05-16
1517,16,159,5.0,2026-01-14
1518,225,110,5.0,28/01/2026
1519,175,125,2.0,2026-04-12
1520,113,140,1.0,2026-06-29
1521,52,125,4.0,2026-03-01
1522,245,115,1.0,22/03/2026
1523,76,156,2.0,2026-02-28
1524,123,105,1.0,2026-03-21
1525,99,115,1.0,2026-01-02
1526,58,160,4.0,2026-04-18
1527,105,144,2.0,2026-04-18
1528,38,106,1.0,2026-02-27
1529,1,146,2.0,2026-02-17
1530,73,159,1.0,2026-05-18
1531,29,106,2.0,2026-02-04
1532,104,125,2.0,2026-01-09
1533,216,129,1.0,2026-01-08
1534,41,108,4.0,2026-06-09
1535,1,113,1.0,2026-03-07
1536,28,111,1.0,2026-01-19
1537,128,112,2.0,2026-06-09
1538,69,125,5.0,27/01/2026
1539,123,128,2.0,2026-03-02
1540,8,115,1.0,2026-01-04
1541,84,118,5.0,2026-05-03
1542,103,112,2.0,2026-05-07
1543,108,148,1.0,17/05/2026
1544,138,113,2.0,2026-02-17
1545,196,155,1.0,2026-03-01
1546,117,133,5.0,2026-06-19
1547,211,149,1.0,2026-05-29
1548,133,139,2.0,2026-01-07
1549,66,116,2.0,2026-05-06
1550,58,137,1.0,2026-05-28
1551,81,117,2.0,2026-04-12
1552,150,108,1.0,2026-04-26
1553,61,116,3.0,2026-01-01
1554,229,117,4.0,2026-01-06
1555,120,109,5.0,2026-01-07
1556,216,102,1.0,2026-01-29
1557,171,157,1.0,29/06/2026
1558,84,131,2.0,2026-04-25
1559,58,125,3.0,2026-05-22
1560,186,156,5.0,2026-02-23
1561,83,114,1.0,2026-06-19
1562,62,125,1.0,2026-02-06
1563,233,151,1.0,13/06/2026
1564,121,138,1.0,2026-01-06
1565,13,124,2.0,2026-01-04
1566,124,116,4.0,2026-01-15
1567,116,103,1.0,2026-05-24
1568,216,106,4.0,2026-02-16
1569,178,110,2.0,23/03/2026
1570,48,148,2.0,2026-03-27
1571,38,139,3.0,2026-05-23
1572,151,127,1.0,2026-03-05
1573,12,147,3.0,02/01/2026
1574,80,110,1.0,2026-03-11
1575,35,113,2.0,2026-02-22
1576,6,124,3.0,13/05/2026
1577,230,156,2.0,2026-05-16
1578,23,137,1.0,2026-01-17
1579,3,152,2.0,2026-05-24
1580,234,115,2.0,13/01/2026
1581,48,151,1.0,2026-04-23
1582,205,105,3.0,2026-03-12
1583,8,114,1.0,2026-02-24
1584,39,132,2.0,2026-03-29
1585,28,104,3.0,2026-02-26
1586,177,152,1.0,2026-05-24
1587,156,153,5.0,2026-06-24
1588,119,133,2.0,2026-05-28
1589,61,119,1.0,2026-03-21
1590,23,106,3.0,02/04/2026
1591,143,138,2.0,2026-03-22
1592,58,133,3.0,2026-05-24
1593,148,146,4.0,2026-04-10
1594,172,137,2.0,2026-03-26
1595,213,108,4.0,2026-03-16
1596,124,108,1.0,2026-03-09
1597,2,147,2.0,2026-04-11
1598,71,110,1.0,2026-05-05
1599,214,157,2.0,2026-03-20
1600,134,107,1.0,2026-05-27
1601,155,144,3.0,2026-05-30
1602,115,159,4.0,2026-03-19
1603,41,127,4.0,2026-06-14
1604,225,104,5.0,2026-02-01
1605,194,153,1.0,2026-06-18
1606,249,112,1.0,2026-02-23
1607,214,132,5.0,2026-04-13
1608,73,160,2.0,2026-02-21
1609,64,145,1.0,2026-03-22
1610,63,103,1.0,03/03/2026
1611,230,150,4.0,2026-05-08
1612,140,110,1.0,2026-01-15
1613,114,145,1.0,2026-06-01
1614,243,138,3.0,2026-06-13
1615,151,118,1.0,2026-04-12
1616,228,126,1.0,2026-04-10
1617,247,108,1.0,2026-05-07
1618,20,160,2.0,2026-02-06
1619,91,115,2.0,2026-05-16
1620,184,119,4.0,2026-02-09
1621,204,131,1.0,2026-05-03
1622,38,141,1.0,2026-02-25
1623,80,131,1.0,2026-05-16
1624,138,131,1.0,2026-05-24
1625,200,135,2.0,2026-02-07
1626,29,152,1.0,2026-04-22
1627,151,124,2.0,2026-04-01
1628,75,150,4.0,2026-02-23
1629,55,148,4.0,2026-04-17
1630,129,158,3.0,2026-06-29
1631,104,155,5.0,2026-01-01
1632,159,148,4.0,2026-06-23
1633,80,115,3.0,2026-06-04
1634,206,147,4.0,2026-04-06
1635,20,145,1.0,2026-04-21
1636,216,118,4.0,2026-03-08
1637,8,141,1.0,2026-01-24
1638,184,116,3.0,2026-04-14
1639,87,132,5.0,28/05/2026
1640,96,148,2.0,2026-02-11
1641,5,112,1.0,2026-05-10
1642,176,121,1.0,2026-05-16
1643,42,148,2.0,2026-05-18
1644,165,128,5.0,2026-03-03
1645,182,158,5.0,2026-03-12
1646,212,101,2.0,2026-03-17
1647,178,144,5.0,2026-06-04
1648,76,149,2.0,2026-06-12
1649,185,156,2.0,2026-03-16
1650,207,110,4.0,2026-06-25
1651,80,160,3.0,2026-04-14
1652,32,124,2.0,2026-03-11
1653,223,122,2.0,2026-01-01
1654,37,122,3.0,2026-04-21
1655,149,139,4.0,2026-04-27
1656,60,140,2.0,2026-06-25
1657,32,129,1.0,2026-05-10
1658,195,105,1.0,2026-01-06
1659,36,160,1.0,2026-04-13
1660,168,114,2.0,2026-05-15
1661,174,106,2.0,2026-03-31
1662,16,136,4.0,2026-03-19
1663,44,125,1.0,2026-05-27
1664,199,137,4.0,2026-04-21
1665,127,153,3.0,2026-05-04
1666,31,106,1.0,2026-03-26
1667,248,118,1.0,2026-02-20
1668,67,131,1.0,2026-04-04
1669,2,148,5.0,2026-06-23
1670,232,137,5.0,2026-04-20
1671,5,123,4.0,2026-05-09
1672,139,137,2.0,2026-01-23
1673,249,159,2.0,2026-06-28
1674,145,129,1.0,2026-02-14
1675,147,154,4.0,2026-06-25
1676,98,147,1.0,2026-03-22
1677,32,119,1.0,2026-06-16
1678,144,115,1.0,2026-06-11
1679,225,147,2.0,2026-05-17
1680,23,113,1.0,2026-06-15
1681,221,121,1.0,2026-04-21
1682,104,115,2.0,2026-06-03
1683,135,137,4.0,2026-02-01
1684,42,118,2.0,2026-01-13
1685,156,140,4.0,2026-04-09
1686,46,157,5.0,2026-05-27
1687,69,150,5.0,2026-05-19
1688,181,157,1.0,2026-04-06
1689,13,102,5.0,2026-04-05
1690,112,128,5.0,2026-04-21
1691,149,114,5.0,2026-06-07
1692,34,156,1.0,2026-06-02
1693,74,143,1.0,2026-01-20
1694,86,120,2.0,2026-04-18
1695,166,134,5.0,2026-03-10
1696,245,137,5.0,2026-05-25
1697,210,130,2.0,2026-04-02
1698,48,129,1.0,2026-06-29
1699,5,104,2.0,2026-03-20
1700,13,128,3.0,2026-05-03
1701,149,121,2.0,2026-01-20
1702,40,150,1.0,2026-06-18
1703,58,152,1.0,2026-01-28
1704,212,146,1.0,2026-03-10
1705,219,102,1.0,2026-06-01
1706,210,151,3.0,2026-06-25
1707,64,124,1.0,2026-03-29
1708,155,125,5.0,2026-03-29
1709,153,157,1.0,2026-01-09
1710,47,153,2.0,2026-06-27
1711,139,104,2.0,2026-01-03
1712,132,122,4.0,2026-01-05
1713,100,145,5.0,2026-03-27
1714,188,133,2.0,2026-01-01
1715,170,116,3.0,2026-01-30
1716,134,132,3.0,2026-04-24
1717,182,152,2.0,2026-05-08
1718,191,114,1.0,2026-02-23
1719,142,145,2.0,2026-05-24
1720,67,145,1.0,2026-04-20
1721,190,154,2.0,2026-02-11
1722,180,118,2.0,2026-05-09
1723,246,113,1.0,2026-04-18
1724,38,133,1.0,2026-05-27
1725,105,132,4.0,2026-01-28
1726,232,125,2.0,2026-02-11
1727,129,147,1.0,2026-02-24
1728,236,148,3.0,2026-03-03
1729,4,115,3.0,2026-06-10
1730,9,148,4.0,2026-05-13
1731,200,114,4.0,2026-04-09
1732,90,125,5.0,2026-04-08
1733,131,102,2.0,2026-06-10
1734,108,121,1.0,2026-03-22
1735,102,158,4.0,2026-02-10
1736,235,127,1.0,2026-01-25
1737,24,143,1.0,2026-03-01
1738,194,107,,2026-04-29
1739,223,139,5.0,2026-03-27
1740,165,123,1.0,2026-03-18
1741,99,145,3.0,2026-03-28
1742,41,156,5.0,2026-06-26
1743,171,132,4.0,2026-06-30
1744,118,107,1.0,2026-01-30
1745,38,129,3.0,2026-01-21
1746,90,108,1.0,2026-02-14
1747,241,127,4.0,2026-06-04
1748,67,104,1.0,2026-03-25
1749,45,139,5.0,2026-06-06
1750,171,119,1.0,28/04/2026
1751,50,113,2.0,2026-04-11
1752,230,102,1.0,2026-02-20
1753,215,154,4.0,2026-03-04
1754,246,151,2.0,2026-01-27
1755,229,149,3.0,2026-04-04
1756,61,104,1.0,2026-02-20
1757,54,121,2.0,2026-02-22
1758,86,159,5.0,2026-01-08
1759,118,135,5.0,2026-05-25
1760,220,108,1.0,2026-06-20
1761,184,109,2.0,2026-04-01
1762,162,116,2.0,2026-04-08
1763,220,159,2.0,2026-06-17
1764,162,111,2.0,2026-04-03
1765,95,155,1.0,2026-04-23
1766,104,141,4.0,2026-03-19
1767,130,156,1.0,04/04/2026
1768,23,150,1.0,2026-04-05
1769,186,120,4.0,2026-05-09
1770,164,150,3.0,2026-04-20
1771,183,111,2.0,2026-04-02
1772,134,118,5.0,2026-01-14
1773,196,113,2.0,2026-06-13
1774,238,108,2.0,2026-06-10
1775,143,106,1.0,2026-02-03
1776,112,112,1.0,2026-02-23
